ID2	Xt	Yt	Zonas_multispat_kd_t	Zonas_multispati_koc_t	Patron	patterns2
920	349351.302	6164907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2313	349351.302	6217407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21077	431851.302	6642407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
7696	579351.302	6354907.963	E	E	No significativa	NA
14328	541851.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4510	391851.302	6279907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
17278	329351.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13842	306851.302	6492407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22057	526851.302	6669907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
8759	394351.302	6379907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
9683	594351.302	6399907.963	SA	SA	No significativa	NA
21880	481851.302	6664907.963	SA	SA	No significativa	NA
14717	521851.302	6507407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21126	341851.302	6644907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14574	491851.302	6504907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7584	589351.302	6352407.963	E	E	No significativa	NA
616	349351.302	6152407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22266	464351.302	6677407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
12106	346851.302	6457407.963	NO	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
628	381851.302	6152407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18876	599351.302	6584907.963	E	S	No significativa	NA
11213	296851.302	6437407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22526	394351.302	6687407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
5845	539351.302	6312407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17284	346851.302	6557407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
16393	569351.302	6539907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15534	296851.302	6524907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14575	494351.302	6504907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9616	414351.302	6399907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
963	311851.302	6167407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10700	441851.302	6424907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22896	436851.302	6699907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
7153	371851.302	6344907.963	E	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18654	289351.302	6582407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10961	511851.302	6429907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17318	436851.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7996	474351.302	6362407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21106	291851.302	6644907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19690	361851.302	6604907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6498	319351.302	6329907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7059	414351.302	6342407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13715	306851.302	6489907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11033	409351.302	6432407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14761	284351.302	6509907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20150	579351.302	6614907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
15443	396851.302	6522407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
21015	494351.302	6639907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10748	564351.302	6424907.963	SA	SA	Alto Kd y baja vida media	"High income - Low access gain"
11361	429351.302	6439907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8333	466851.302	6369907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5636	531851.302	6307407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16602	396851.302	6544907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
281	416851.302	6137407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9264	601851.302	6389907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
12252	421851.302	6459907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16285	276851.302	6539907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22460	404351.302	6684907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
21211	336851.302	6647407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6422	391851.302	6327407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
9019	514351.302	6384907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3157	344351.302	6242407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7410	434351.302	6349907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3003	406851.302	6237407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
21798	471851.302	6662407.963	SA	SA	No significativa	NA
17544	289351.302	6562407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
5505	436851.302	6304907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3275	439351.302	6244907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5364	334351.302	6302407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14907	324351.302	6512407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10913	391851.302	6429907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10773	326851.302	6427407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17650	561851.302	6562407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21466	299351.302	6654907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
10387	489351.302	6417407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12701	334351.302	6469907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
6342	464351.302	6324907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22107	454351.302	6672407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
357	464351.302	6139907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11629	549351.302	6444907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13250	446851.302	6479907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15957	489351.302	6532407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15617	536851.302	6524907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20505	441851.302	6624907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
11487	466851.302	6442407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3334	361851.302	6247407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3854	356851.302	6262407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21536	476851.302	6654907.963	SA	SA	No significativa	NA
7247	316851.302	6347407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10834	486851.302	6427407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19484	366851.302	6599907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15826	474351.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11814	464351.302	6449907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
411	449351.302	6142407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15173	316851.302	6517407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
22735	384351.302	6694907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
74	339351.302	6129907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17482	499351.302	6559907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1787	396851.302	6199907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7959	379351.302	6362407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9363	581851.302	6392407.963	SA	SA	No significativa	NA
10582	436851.302	6422407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9730	434351.302	6402407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18717	456851.302	6582407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11462	404351.302	6442407.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
2547	339351.302	6224907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7109	551851.302	6342407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19302	441851.302	6594907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19067	426851.302	6589907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
302	314351.302	6139907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9147	576851.302	6387407.963	E	E	No significativa	NA
2315	354351.302	6217407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
2844	439351.302	6232407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
20234	456851.302	6617407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
20345	586851.302	6619907.963	E	S	No significativa	NA
5358	319351.302	6302407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19913	399351.302	6609907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
16330	411851.302	6539907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23352	401851.302	6722407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
9170	356851.302	6389907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17628	506851.302	6562407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12665	574351.302	6467407.963	E	E	No significativa	NA
9422	456851.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6354	496851.302	6324907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7645	444351.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7650	456851.302	6354907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5678	364351.302	6309907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
4198	549351.302	6269907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
13094	364351.302	6477407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16206	434351.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10862	556851.302	6427407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11917	441851.302	6452407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2931	439351.302	6234907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
23054	354351.302	6707407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12510	484351.302	6464907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6852	441851.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22540	429351.302	6687407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
4205	311851.302	6272407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22209	511851.302	6674907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
21195	294351.302	6647407.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
22219	346851.302	6677407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19339	609351.302	6594907.963	E	S	No significativa	NA
15865	576851.302	6529907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8419	396851.302	6372407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
13697	261851.302	6489907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14409	409351.302	6502407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
11253	414351.302	6437407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5509	446851.302	6304907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7910	549351.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16984	296851.302	6552407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
16178	359351.302	6537407.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
749	376851.302	6157407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7966	396851.302	6362407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12302	554351.302	6459907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22089	409351.302	6672407.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
15757	584351.302	6527407.963	E	E	No significativa	NA
179	464351.302	6132407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15210	441851.302	6517407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22816	406851.302	6697407.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
14880	254351.302	6512407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3732	501851.302	6257407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10399	524351.302	6417407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9453	546851.302	6394907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21360	486851.302	6649907.963	SA	SA	No significativa	NA
9278	356851.302	6392407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
1161	354351.302	6174907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9678	579351.302	6399907.963	SA	SA	No significativa	NA
6870	494351.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8617	321851.302	6377407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18146	401851.302	6572407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
21659	329351.302	6659907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
15010	244351.302	6514907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20787	301851.302	6634907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14297	459351.302	6499907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
23026	431851.302	6704907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
13363	396851.302	6482407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
22663	384351.302	6692407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15903	319351.302	6532407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17340	494351.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22743	404351.302	6694907.963	SA	NO	Alto Kd y Alta vida media	"High income - High access gain"
16187	384351.302	6537407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
1990	336851.302	6207407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7903	531851.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3493	331851.302	6252407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18546	364351.302	6579907.963	NO	NO	Alto Kd y Alta vida media	"High income - High access gain"
1023	314351.302	6169907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9914	359351.302	6407407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15931	421851.302	6532407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18906	314351.302	6587407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
1031	334351.302	6169907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14544	414351.302	6504907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6420	386851.302	6327407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
13182	259351.302	6479907.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17965	286851.302	6569907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
14840	491851.302	6509907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1618	306851.302	6194907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
13903	461851.302	6492407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14366	296851.302	6502407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
15369	534351.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14444	499351.302	6502407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
19928	436851.302	6609907.963	E	E	No significativa	NA
23134	424351.302	6709907.963	SA	SA	Alto Kd y Alta vida media	"High income - High access gain"
16166	329351.302	6537407.963	S	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21681	386851.302	6659907.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
17546	294351.302	6562407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17077	541851.302	6552407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14747	249351.302	6509907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
2446	494351.302	6219907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18120	321851.302	6572407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
18790	326851.302	6584907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
3043	511851.302	6237407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18706	429351.302	6582407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6843	419351.302	6337407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21234	394351.302	6647407.963	S	S	Bajo Kd y Alta vida media	"Low income - High access gain"
662	309351.302	6154907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10772	324351.302	6427407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6778	531851.302	6334907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8044	601851.302	6362407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
17839	311851.302	6567407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10289	514351.302	6414907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6813	336851.302	6337407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
6132	471851.302	6319907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7278	396851.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15459	436851.302	6522407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12699	326851.302	6469907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
996	396851.302	6167407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
145	369351.302	6132407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18752	584351.302	6582407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
14886	269351.302	6512407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
21576	339351.302	6657407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17592	416851.302	6562407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9655	519351.302	6399907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9520	439351.302	6397407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22841	471851.302	6697407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
14968	486851.302	6512407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
17665	599351.302	6562407.963	E	S	No significativa	NA
9160	331851.302	6389907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21757	366851.302	6662407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19162	371851.302	6592407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20705	294351.302	6632407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
11828	501851.302	6449907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16171	341851.302	6537407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12400	506851.302	6462407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10667	359351.302	6424907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21663	339351.302	6659907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
7339	554351.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
9230	506851.302	6389907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7354	591851.302	6347407.963	E	E	No significativa	NA
346	431851.302	6139907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
16232	499351.302	6537407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7385	371851.302	6349907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
14091	264351.302	6497407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20024	426851.302	6612407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
22372	366851.302	6682407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
12132	411851.302	6457407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5362	329351.302	6302407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19704	399351.302	6604907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
23055	356851.302	6707407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19930	441851.302	6609907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
14750	256851.302	6509907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
10666	356851.302	6424907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
8102	454351.302	6364907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3899	479351.302	6262407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
15720	489351.302	6527407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4328	391851.302	6274907.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
18914	334351.302	6587407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
19518	456851.302	6599907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
16469	411851.302	6542407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6316	394351.302	6324907.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
10622	541851.302	6422407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2286	486851.302	6214907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
6044	521851.302	6317407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18848	474351.302	6584907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1871	421851.302	6202407.963	S	E	Baja Kd y Baja vida media	"Low income - Low access gain"
10228	344351.302	6414907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
3843	329351.302	6262407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18863	511851.302	6584907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
83	361851.302	6129907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
18737	514351.302	6582407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
10565	394351.302	6422407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7289	424351.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8245	541851.302	6367407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
5926	471851.302	6314907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22480	454351.302	6684907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
555	351851.302	6149907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
17343	501851.302	6557407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2083	371851.302	6209907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
21512	416851.302	6654907.963	E	S	Alto Kd y Alta vida media	"High income - High access gain"
19997	359351.302	6612407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4661	559351.302	6282407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4477	309351.302	6279907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19679	334351.302	6604907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
20643	351851.302	6629907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
17934	571851.302	6567407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
57	454351.302	6127407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
7432	496851.302	6349907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1687	331851.302	6197407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
11881	346851.302	6452407.963	NO	NO	Baja Kd y Baja vida media	"Low income - Low access gain"
6554	486851.302	6329907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
7302	456851.302	6347407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1120	406851.302	6172407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
10216	586851.302	6412407.963	SA	SA	No significativa	NA
14255	351851.302	6499907.963	S	S	No significativa	NA
14478	241851.302	6504907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13479	356851.302	6484907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
549	336851.302	6149907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19924	426851.302	6609907.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
16188	386851.302	6537407.963	E	S	Alto Kd y baja vida media	"High income - Low access gain"
9657	524351.302	6399907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21365	499351.302	6649907.963	E	E	No significativa	NA
3897	471851.302	6262407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
12761	489351.302	6469907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
2255	399351.302	6214907.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
19251	306851.302	6594907.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
13091	356851.302	6477407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
9212	461851.302	6389907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
21289	306851.302	6649907.963	NO	SA	Bajo Kd y Alta vida media	"Low income - High access gain"
7875	456851.302	6359907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
4260	451851.302	6272407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
8699	531851.302	6377407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18720	464351.302	6582407.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
22259	446851.302	6677407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
1215	336851.302	6177407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
15331	434351.302	6519907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
18837	446851.302	6584907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
3280	454351.302	6244907.963	E	E	Alto Kd y baja vida media	"High income - Low access gain"
1355	389351.302	6182407.963	S	S	Baja Kd y Baja vida media	"Low income - Low access gain"
23257	369351.302	6717407.963	NO	NO	Bajo Kd y Alta vida media	"Low income - High access gain"
4708	416851.302	6284907.963	E	E	Baja Kd y Baja vida media	"Low income - Low access gain"
23074	404351.302	6707407.963	SA	NO	Alto Kd y Alta vida media	"High income - High access gain"
21962	489351.302	6667407.963	E	E	Alto Kd y Alta vida media	"High income - High access gain"
